body,title,url
"
Los coordinadores parlamentarios de la coalición Va por México, defendieron al dirigente nacional del PRI y diputado federal, Alejandro Moreno Cárdenas, luego de que este martes la Fiscalía de Campeche solicitó su desafuero a la Cámara de Diputados. Señalaron que si atacan a uno, atacan a todos, y adelantaron que pedirán la renuncia del presidente de San Lázaro, Sergio Gutiérrez Luna, por haber acompañado al fiscal de Campeche, Renato Sales, a hablar de la denuncia, lo que dijeron es ilegal.         ""70 diputado del PRI apoyamos a ""Alito"" Moreno al 100, al mil. Y decir que es lamentable, patético y nunca antes visto lo que hizo el Presidente de la Mesa Directiva, pasó de aficionado al fútbol a matraquero, estos dos tipos violaron la ley, violaron además el debido proceso, es un ataque a la dirigencia nacional de un partido, y es al mismo tiempo una bola de humo para tratar de tapar lo que hoy pasa en el país. El Presidente de la Cámara no nos representa con dignidad y pediremos su renuncia"", declaró Rubén Moreira, líder del PRI. Jorge Romero, coordinador del PAN, denunció que las fiscalías emanadas de Morena seleccionan los temas en los que trabajan, incurriendo en justicia selectiva"". Lee también: ""No somos iguales"": AMLO afirma que su gobierno no persigue a ""Alito"" Moreno ni a nadie         ""Estamos hablando de una justicia selectiva, eso que tanto criticaban, criticaban la persecución política, y sí se transformaron con su cuatro T, pero se transformaron en aquello que tanto criticaban y se convirtieron para peor. En la coalición vamos a afrontarlos de frente y de pie, que no crean que con sus amenazas y amedrentamientos vamos a cambiar nuestra actitud, estamos con Alejandro"", expresó. Por su parte, Luis Espinosa Cházaro, coordinador del PRD, afirmó que si el Presidente y el Gobierno atacaran al narcotráfico y no a Va por México, ""el país no se estaría incendiando"".  ""Cada que nos atacan, lo único que logran es unificarnos más, cuando atacan a uno de los diputados del bloque Va por México, nos atacan a todos. Y sobre el presidente de la Cámara, decir que ha perdido el respeto de los diputados, incluso de su mismo partido, secundamos la petición de renuncia por la falta de altura política y por violar la ley y el reglamento de la Cámara, le falta al respeto a su investidura"", detalló.         Lee también: ""De Morena no espero justicia, espero venganza"": dice ""Alito"" Moreno ante solicitud de desafuero  ""Alito"" asegura que non tiene cola que le pisen  ""Alito"" Moreno insistió en que no tiene cola que le pisen, y sostuvo que la indagatoria del gobierno de Campeche ya se llevó a cabo en 2019 desde la federación, y resultó exonerado. ""Esta es la fuerza de la coalición, a los tiranos se les enfrenta de manera directa y de frente, a nosotros nos asiste la razón y nos respalda la constitución y la ley. En 2019 iniciaron esta misma persecución, y en 2020, la FGR desestimó la investigación al confirmar la legalidad de mi patrimonio"", sentencia. Finalmente acusó a Layda Sandores de violar una resolución definitiva, tras dar a conocer nuevos audios, lo cuales dijo ""son montados y tergiversados"".         Lee también: Va por México anuncia reforma para instaurar gobiernos de coalición y evitar “hiperpresidencialismo”  Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión, planes para el fin de semana, Qatar 2022 y muchas opciones más. ardm ","Va por México arropa a ""Alito"" tras petición de desafuero: ""si atacan a uno, nos atacan a todos""",https://www.eluniversal.com.mx/nacion/va-por-mexico-arropa-alito-tras-peticion-de-desafuero-si-atacan-uno-nos-atacan-todos
"
 Como ya es costumbre del actual titular del Ejecutivo, en días pasados se anunció que por decreto presidencial se trasladará el mando operativo de la Guardia Nacional a la Secretaría de la Defensa (Sedena), con lo cual nuevamente se pretende pasar por encima de la Constitución que establece que esta institución policial será de carácter civil; incluso desde su creación se previó que los elementos de las fuerzas armadas que la integran, deberían salir de sus filas a más tardar en 2024.    Este anuncio no solo nos sorprendió en México sino también a nivel internacional; específicamente la ONU solicitó al presidente mantener el carácter civil de la Guardia Nacional.            Desde 2008, la Corte Interamericana de Derechos Humanos sentenció a México y estableció elementos estrictos del uso de las fuerzas armadas en tareas de seguridad pública y en 2019 el Comité de Derechos Humanos de la Organización de las Naciones Unidas (CCPR) llamó al Gobierno de México a desmilitarizar la Guardia Nacional en un plazo de dos años  Pero tal parece que a la 4T no le queda claro que la militarización debilita la seguridad pública y la institucionalidad democrática, como lo observan las instancias internacionales. En el mundo, la seguridad pública es predominantemente civil; por el contrario, las dictaduras suelen tener países militarizados; ¿Será acaso eso a lo que se pretende llegar?  El Presidente cree que con decretazos puede manejar este país, olvida que la Guardia Nacional tiene un carácter constitucional de origen civil; así está establecido en el artículo 21 y así permanecerá, ya que la alianza legislativa de Va Por México no dará un solo voto para lo contrario y, tal como lo anunciamos meses atrás, la moratoria constitucional la aplicaremos cuando las propuestas del ejecutivo sean regresivas y dañinas a nuestro marco jurídico.  Contamos con el respaldo de las y los ciudadanos que confiaron en nosotros en las pasadas elecciones y nos dieron el poder de ser un contrapeso en la Cámara de Diputados y frenar las acciones autoritarias del Presidente.            Hemos visto que su campaña de “abrazos y no balazos” no sólo no ha sido efectiva, sino que en muchas regiones del país la seguridad de los ciudadanos está fuera de control, como lo pudimos observar la semana pasada en ciudades del centro y occidente del país y durante el fin de semana pasado en ciudades de estados de la frontera. Pero el militarizar la seguridad pública no es la solución y el presidente lo sabe muy bien, ya que cuando era candidato, reiteradamente señalaba que el ejército no debería de estar en las calles, sino en los cuarteles. Tal parece que la única “transformación” es la suya, pues se convirtió en lo que tanto combatió.  En el 2000, la SCJN analizó el papel de las fuerzas armadas y determinó que es posible que ayuden a las autoridades civiles en temas de seguridad pública, con las siguientes condiciones:  Las fuerzas armadas pueden actuar en auxilio de las autoridades civiles, solamente cuando éstas soliciten el apoyo y el mismo sea temporal.            Que en su actuar en la seguridad nacional se garanticen los derechos humanos y que debe existir una solicitud expresa temporal, fundada y motivada.    Las fuerzas armadas están constitucionalmente facultadas para actuar por órdenes del Presidente de la República, cuando sin llegar a los extremos de invasión, se dé una perturbación grave de la paz pública o de cualquier caso que ponga a la sociedad en grave peligro. En Acción Nacional se ha demostrado que se puede llevar la seguridad pública bien y con excelentes resultados, como es el caso del estado de Yucatán, el estado más seguro del país.  Ahí se ha consolidado a la policía estatal, bajo el modelo de excelencia, a través de su capacitación y dignificación de su trabajo, así como inversión en tecnología de punta para un sistema de video vigilancia.  La alcaldía de Benito Juárez es a su vez evaluada como la alcaldía más segura de la Ciudad de México con el “Programa Blindar Benito Juárez”, la cual cuenta con elementos de proximidad que están presentes en cada cuadrante y siempre listos para responder al llamado de la ciudadanía. Esto ha permeado en las alcaldías gobernadas por la oposición con excelentes resultados como en Miguel Hidalgo.  El modelo de centralización y militarización y de austeridad de este gobierno no es el camino correcto. Hay que invertir en seguridad para que las y los mexicanos vivan en paz, y le exigimos a la bancada oficialista y al gobierno federal que reorienten el rumbo de México en materia de seguridad pública para el bien de las y los mexicanos.            Diputado, coordinador del GPPAN   ",Guardia Nacional será civil o no será,http://www.eluniversal.com.mx/opinion/jorge-romero-herrera/guardia-nacional-sera-civil-o-no-sera
"
 Próxima elección; siguiente generación. La imagen y las palabras del presidente con la anterior y la actual secretaria de Educación transportan un mensaje para las próximas elecciones y otro para las siguientes generaciones. Quedó allí degradada la función educativa de la Secretaría al rol de organización y acción electoral, a través de dos organizaciones sindicales con más de un millón de votos de maestros, promotores, a su vez, de más votos. Pero aparte de alinear el aparato educativo del Estado a la tarea de llenar urnas de 2023 y 2024, el presidente cuenta con el fundamentalismo ideológico incrustado en la SEP, con línea directa a Palacio, para lanzar un plan ya anticipado de adoctrinamiento a niños y jóvenes, pensando, en efecto, en las próximas generaciones. El objetivo: apuntalar un régimen de dominio de largo plazo. Y ya esperan en el escritorio de la nueva secretaria inflamables programas y materiales educativos que seguro abrirán un nuevo frente en la conflictividad, ya encendida, de este fin de sexenio.  Atenuantes de responsabilidad para delincuentes. La gravedad de los anteriores escenarios convive en la conversación pública con la gravedad de la exhibición de capacidad de fuego, de despliegue estratégico, de crueldad y de impunidad de las bandas criminales. La esfera pública se estremeció por cuatro días de ataques en varios estados y municipios, incluyendo las dos principales ciudades fronterizas con Estados Unidos. Pero, además, ambos extremos de gravedad remataron en la gravedad tal vez mayor de la reacción del Presidente y sus jefes militares ante aquella especie de ensayo de insurrección de los carteles. Y es que la pretensión de minimizar los hechos padecidos directa o mediáticamente por millones de mexicanos, desencadenó una serie de efectos perversos. Porque una narrativa atenuante de los comportamientos criminales propició la percepción de propósitos también atenuantes de la responsabilidad de los criminales, por parte del Presidente, y más si se combina con el eslogan de los abrazos y la carta de protección a los delincuentes extendida también por el gobernante.          El laberinto de la simulación. Pero hay quizás un efecto más nocivo para el gobierno: el de desenmascarar la simulación de un combate al crimen basado en que el Presidente se reúne con sus generales todos los días. El hecho es que el gobernante se delató a sí mismo al sugerir que, en realidad, menos que reunirse para prevenir y combatir el crimen, se reúnen para ver cómo prevenir y combatir las informaciones sobre hechos criminales que se dan a conocer en medios y redes. De allí su intención anunciada de extender sus juntas con el gabinete de seguridad y las mañaneras a los sábados, a fin de negar o atenuar la realidad de la inseguridad pública, como con tanta solemnidad y tan nula credibilidad lo escenificaron el lunes. Responsabilizar a los medios y a los críticos del gobierno de los efectos sociopolíticos de las acciones criminales no alcanza a ocultar las nuevas formas de dominio de los cárteles y su desplazamiento del Estado como detentador del monopolio de la violencia legítima.  De ocupar territorios a ‘gobernarlos’. De la ocupación de territorios para realizar las actividades propias de sus negocios, las bandas transitan al control o la suplantación de las autoridades, con su determinación de imponer sus propias reglas de mando o sus propias formas de ‘gobierno’. Actuando como tal, el Cártel Jalisco Nueva Generación impuso el toque de queda a la población bajacaliforniana. Y, en correspondencia, la alcaldesa de Tijuana dio por buenas las ‘atribuciones’ de ‘gobierno’ del cartel para usar la violencia a fin de hacer cumplir su ‘ley’ a supuestos deudores malapaga, eso sí, pidiéndole que no proceda contra quienes no le deben.    Profesor de Derecho a la Información, UNAM           ","Degradación de la SEP, seguridad simulada",http://www.eluniversal.com.mx/opinion/jose-carreno-carlon/degradacion-de-la-sep-seguridad-simulada
"
El nombramiento de la maestra Leticia Ramírez como titular de la Secretaría de Educación Pública nos advierte sobre la continuidad en el mal camino que lleva hasta ahora la política educativa en México. Los recortes presupuestales en el sector prevalecerán y seguirá el subejercicio en el gasto programado que hasta el día de hoy asciende a la vergonzosa cantidad de 25 mil millones de pesos ­–como si los recursos para la educación sobraran en nuestro país–. Las políticas educativas mantendrán su carácter retórico sin alcanzar sus objetivos o evaluar sus resultados; se continuarán sin atender las altas tasas de deserción ni los impactos en el aprendizaje que está dejando la pandemia. ¿Por qué me atrevo a decir esto sin dar siquiera el beneficio de la duda a la nueva secretaria? Porque la designación de la nueva titular de la SEP repite la fórmula presidencial de preferir la lealtad política sobre la capacidad técnica, la profesionalidad y la experiencia en la materia.         Aún cuando el Presidente y quienes defienden la designación de Leticia Ramírez destacan que, al igual que Delfina Gómez, fue maestra de educación básica frente al aula, además de representante sindical del SNTE y de la CNTE; lo cierto es que dejó de ejercer estas actividades desde hace más de veinte años, tiempo en el que se ha dedicado a temas que nada tiene que ver con dirigir políticas educativas de ningún tipo. Por lo que parece que, la nueva titular de la SEP, difícilmente estará preparada para afrontar todos los retos que dejó la malograda reforma educativa de Peña Nieto, el abandono presupuestario que enfrentan las instituciones educativas, así como el mayor rezago del que se tenga registro provocado por el COVID-19. Garantizar el derecho a la educación para las y los mexicanos implica que el Estado asegure a todas las niñas, niños y jóvenes en edad de cursar la educación obligatoria, tres condiciones elementales: acceso, permanencia y logros de aprendizaje; que sean relevantes, útiles y significativos para la vida. Con tal razón, este derecho sólo puede considerarse garantizado cuando todas y todos los estudiantes del país cuenten con un lugar donde puedan cursar sus estudios, existan los suficientes recursos y servicios dispuestos para el cumplimiento de este derecho y que, además, cuenten con la calidad necesaria para lograr satisfacer las expectativas laborales y salariales de un proyecto de vida digna. El mal estado en el que se encuentra la educación en México tiene diversas consecuencias; entre ellas, que sigamos teniendo un déficit de conocimientos y de avances científicos y tecnológicos que se desarrollan en otros países. Estos años de pandemia nos han enseñado que no se pueden crear de la noche a la mañana soluciones milagrosas, sino que se requieren de instituciones educativas sólidas e independientes, que estén preparadas desde mucho tiempo antes para lidiar con las crisis existentes y aquellas por venir. Lo que no da espacio para realizar designaciones con base en cálculos de operación política, ni de relaciones personales o de amistad con el Presidente.         Aunque parezca un cliché, el futuro y desarrollo económico de México depende de la atención que pongamos en el sistema educativo nacional. Lo que está pasando en la SEP debería de preocuparnos a todos, las malas decisiones las estamos pagando caro hoy y nos causará un enorme daño en el mediano y largo plazo.  ","Nueva titular de la SEP, un cambio para seguir igual",http://www.eluniversal.com.mx/opinion/alberto-galarza/nueva-titular-de-la-sep-un-cambio-para-seguir-igual
"
Este año Lyn May cumple 70 años, y la vedette sigue innovando su imagen y su rostro sin miedo a la crítica, al contrario, presume sus cambios en Instagram, donde recientemente ha mostrado un ""nuevo rostro"" que la tiene fascinada.  Lyn, que inició en el mundo artístico por necesidad, ha participado en más de 40 proyectos de teatro, cine y televisión, y a pesar de la tragedia que sufrió su rostro gracias a la envidia, la bailarina sigue adelante con nuevos proyectos.          ""Cuando me empecé a poner aceite no tenía idea, tenía 25 años, no lo necesitaba, pero llegó una mujer a decirme que me iba a ver más guapa, que iba a quedar más bonita y con tal de ganar dinero me engañaron, me inyectaron y me fue de la fregada"", recordó en entrevista con EL UNIVERSAL.   El cambio en su cara a raíz de este hecho fue notorio, y aunque en el pasado se sometió a cirugías estéticas, ahora Lyn May está alejada de esto, prefiere recurrir a cosas naturales, maquillaje y por supuesto filtros.         Es el maquillaje en el que se Lyn se ha refigiado, y tal parece que los resultados la han dejado muy contenta, en su cuenta colgó una foto y agradeció a su maquillista por los resultados.  Lee también: Lyn May: Inicié como stripper cuando me pidieron que me quitara la ropa           David Uribe Hernández es quien transforma el rostro de la nacida en Acapulco, quien genera asombro entre los cibermautas por el cuerpazo que se carga con casi siete décadas de vida.    A la par de compartir fotos con maquillaje, Lyn May sube instantáneas ""al natural"".          Se divierte al compararse con la rapera Nicki Minaj, quien suele mostrar su curvilineo cuerpo y colorida melena.  Lee también: Belinda se consiente: ""Nunca se ha necesitado a un novio para darse lujos"" rad   ","A punto de cumplir 70, Lyn May presume su ""nuevo rostro""",https://www.eluniversal.com.mx/espectaculos/punto-de-cumplir-70-lyn-may-presume-su-nuevo-rostro
"
El desastre del pozo de carbón El Pinabete en el municipio de Sabinas, Coahuila, es una tragedia, pero para nada es una sorpresa. Se trata de un problema recurrente al cual ni el gobierno ni los empresarios han puesto atención a pesar de que ha cobrado cientos de vidas durante los últimos 16 años. Si consideramos a los 61 mineros no rescatados en Pasta de Conchos en 2006, más otros 80 casos fatales registrados por la organización Familia Pasta de Conchos, nos damos cuenta de que la cifra es de 140 personas, lo que significa al menos 10 personas al año fallecen por falta de seguridad y por una laxa regulación. Y es que los tiros verticales e inclinados, conocidos comúnmente como “pocitos mineros”, son un vestigio de otras épocas que podemos encontrar en varios museos en el país, pero que en el estado de Coahuila siguen activos a pesar de que su aportación productiva y económica es casi inexistente, pues la gran minería aporta 99.7% de la extracción de carbón. Debido a lo anterior es que se invierte muy poco en este tipo de proyectos, pero se les exige demasiado a los trabajadores para que los empresarios obtengan ganancias.         Son cuatro los municipios en Coahuila que dominan la extracción de carbón y aunque las cifras oficiales de pobreza en estos lugares son relativamente bajas en comparación con el promedio nacional, lo cierto es que en las zonas mineras la realidad es muy distinta. En Progreso, Nava, Guerrero y Sabinas los habitantes cercanos a los proyectos mineros tienen que trabajar por un salario promedio de 150 pesos mexicanos por tonelada extraída, lo que puede llegar a generar entre 5 mil y 8 mil pesos al mes dependiendo la habilidad y el riesgo que se decida tomar. Debido a esto se han registrado miles de incidencias entre 2001 y 2019, las cuales han dejado incapacitados parcial o totalmente a casi 3 mil mineros sin que las empresas o el Estado se hagan responsables de esta situación. El pretexto del gobierno es siempre el mismo: como no hay registro ni tampoco denuncias no pueden hacer nada, muy parecido a lo que se ha dicho sobre el caso más reciente del Pinabete. Por su parte, la mayoría de los empresarios mineros en Coahuila son políticos y/o personal administrativo del gobierno, por lo que utilizan sus puestos e influencias para no tener que responder ante nadie. Solamente en Pasta de Conchos el mismo día del desastre se registró ante el Instituto Mexicano del Seguro Social (IMSS) a los 63 mineros atrapados y a pesar de las promesas por parte de la empresa tardaron hasta 3 años en dar el primer pago a los deudos a quienes además desprestigiaron, amenazaron y atacaron judicialmente.         El desastre de la mina El Pinabete no es un accidente, no se trata de una situación inevitable, hay que llamarlo por su nombre, es un puro y vil acto de codicia que antepone el interés económico a la vida de la población. Los mineros en Coahuila suelen llamar a los pocitos “La milpa” debido a que no dejan de brotar en el territorio, no solamente se enfrentan a los empresarios, también al desinterés político, por eso es muy probable que en uno o dos años volvamos a ser testigos de otro desastre parecido y que el mismo circo de hoy se repita nuevamente, sin responsables reales, pues los empresarios como Régulo Zapata —posiblemente el dueño de la concesión—, jamás pisan la cárcel y si lo hacen es bajo las condiciones que ellos mismos establecen. Las personas comunes en México, como aquellos mineros atrapados en las entrañas de la tierra, pocas veces logran justicia. Ni siquiera este tipo de tragedia conmueve a los que mueven los hilos económicos y políticos en nuestro país. Quizá por eso no los pueden rescatar, porque este tipo de tragedias es mejor enterrarlas hasta que se nos olviden.            Profesora Investigadora del Departamento de Producción Económica. Correo: [email protected]",Crónica de un desastre anunciado: El Pinabete y los mineros atrapados,http://www.eluniversal.com.mx/opinion/aleida-azamar/cronica-de-un-desastre-anunciado-el-pinabete-y-los-mineros-atrapados
"
Morena y sus aliados en la Cámara de Diputados alistan vía fast track el juicio de procedencia en contra del dirigente nacional del PRI, Alejandro Moreno, para que sea juzgado por el delito de enriquecimiento ilícito en el estado de Campeche. El vicecoordinador de Morena en San Lázaro, Leonel Godoy, subrayó en rueda de prensa que el juicio de procedencia a ""Alito"" será expedito.    “Va a ser expedito este tema y veremos de qué lado están las legisladoras y los legisladores, si siguen diciendo a pesar de lo evidente, que es un perseguido político con estas propiedades, siempre ha sido político"", indicó en la sede del Senado.          Godoy dijo que ""con todas estas pruebas que hay en su contra, si aún así su partido y Acción Nacional lo van a defender, como Acción Nacional ha defendido a Genaro García Luna"".       ""No somos iguales"": AMLO afirma que su gobierno no persigue a ""Alito"" Moreno ni a nadie          Lee también: Va por México arropa a ""Alito"" tras petición de desafuero: ""si atacan a uno, nos atacan a todos""  Suscríbete aquí para recibir directo en tu correo nuestras newsletters sobre noticias del día, opinión, planes para el fin de semana, Qatar 2022 y muchas opciones más.         ardm ","Morena alista desafuero de ""Alito"" Moreno vía ""fast track"" ",https://www.eluniversal.com.mx/nacion/morena-alista-desafuero-de-alito-moreno-fast-track
"
 El gobierno del presidente López Obrador tuvo que hacer una auditoría de emergencia en Coahuila. Era el inicio del año 2020 y ya habían escalado a nivel nacional las denuncias de que empresarios carboneros de la región eran extorsionados a cambio de recibir contratos de la Comisión Federal de Electricidad para comprarles el mineral: les pedían dinero, viajes, hasta vehículos de lujo.  La CFE mandó un supervisor de alto nivel, una suerte de embajador plenipotenciario de su director general, Manuel Bartlett: Pierre Antuan Gilly concluyó que el responsable de toda esta corruptela era un alto funcionario del gobierno estatal priista a quien denunciaría ante la FGR. Ese alto funcionario se pasó a Morena, obtuvo su patente de impunidad y hoy es el coordinador de campaña del subsecretario de Seguridad federal, Ricardo Mejía, quien busca ser candidato morenista a la gubernatura de Coahuila.          Su nombre, Jorge Luis Morán. Era director de la UIF de Coahuila en el actual gobierno del priista Miguel Riquelme. Por acuerdo entre los gobiernos federal y local, lo nombraron responsable de organizar las compras de la CFE. ¿Cómo logró esto? Primero, porque era alto funcionario de confianza del gobernador Riquelme; segundo, porque es compadre y gran amigo desde tiempos universitarios del poderoso subsecretario Mejía Berdeja (cuando ambos militaban en el PRI); y tercero, porque también es cercano a Norma Leticia Morales Campos, ubicada como de todas las confianzas de Julia Abdala, la “no esposa, no concubina” de Bartlett.  Con estos respaldos, Jorge Luis Morán entró de relevo a la tarea de ordenar el mercado minero, después de que no pudo el subsecretario de Energía, Francisco Quiroga, quien escaló por recomendación de la entonces secretaria de Economía, Graciela Márquez, y de su esposo el subgobernador del Banco de México, Gerardo Esquivel. Quiroga se fue entre escándalos y denuncias, al grado que desaparecieron su Subsecretaría y lo mandaron de embajador a Alemania. Ya antes había fracasado en el intento de hacer un censo de pequeños productores de carbón, el otrora todopoderoso de Palacio, Gabriel García, exoperador financiero de López Obrador.  Después de todos estos tropiezos le cayó la encomienda a Jorge Luis Morán. Y así como recibió toda la confianza terminó por generar toda la desconfianza. Pronto circularon denuncias de que fomentaba el coyotaje que debía erradicar, que pedía dinero por tonelada de carbón comprada y hasta daba el número de cuenta para que le depositaran, que pedía también viajes y vehículos de lujo, y que amagaba con investigaciones de su oficina (la UIF de Coahuila) a quien no se alineara. Algo de esto relaté en mayo pasado en estas Historias de Reportero.          Con tales antecedentes proliferaron los nuevos empresarios mineros de Morena. Proliferaron también los “pocitos” —minas artesanales que son trampa mortal, como El Pinabete en Sabinas— que surten carbón a los empresarios favorecidos con los contratos de la CFE.    [email protected]",La podredumbre de Morena en la mina,http://www.eluniversal.com.mx/opinion/carlos-loret-de-mola/la-podredumbre-de-morena-en-la-mina
"
Después de dos años de ausencia, la NBA regresa a México y anunció que tendrán un partido de temporada regular el próximo 17 de agosto en la Arena Ciudad de México entre el Miami Heat y los San Antonio Spurs.       Capitanes regresa a la CDMX y quiere impulsar a mexicanos a jugar en la NBA          Con este anuncio, México se convierte, después de Estados Unidos y Canadá, en el primer país en organizar más partidos de la NBA con 31 ediciones. De hecho, los Spurs tienen una gran familiarización con nuestro país-             LA NBA REGRESA A LA CDMX  ¡La espera terminó! @spurs recibe de local a @MiamiHEAT el 17 de Diciembre en la @ArenaCdMexico   https://t.co/Mkh5ZefLp9 pic.twitter.com/gt4tOceW7e  — NBA MÉXICO (@NBAMEX) August 17, 2022  Han jugado en seis ocasiones. La primera fue en 1994 con dos partidos de pretemporada organizados en el Palacio de los Deportes y su visita más reciente fue en el 2019 cuando enfrentaron a los Phoenix Suns.         Puedes leer: ""Juan Toscano vuelve a la Selección Mexicana para las eliminatorias y AmeriCup"" En cuando al Heat, esta será su segunda visita a México. La primera fue contra los Brooklyn Nets en el 2017. El partido del 2022 será el 30 aniversario del primer juego de la NBA en el país, el cual fue entre los Houston Rockets y los Dallas Mavericks, mismo que sirvió como juego de pretemporada en octubre de 1992.            ¿CÓMO CONSEGUIR BOLETOS PARA LA NBA EN MÉXICO 2022? Los boletos para el partido de la NBA en México aún no tienen una fecha específica para su venta ni tampoco un precio. Pero a partir de este 17 de agosto hasta el 3 de septiembre, aquellos aficionados que quieran ir al partido se deberá registraren el portal de www-nbaenmexico.com para recibir acceso a una preventa exclusiva.  ",La NBA regresa a México con partido de temporada regular,https://www.eluniversal.com.mx/universal-deportes/la-nba-regresa-mexico-con-partido-de-temporada-regular
,SE SOLICITA MECANICO EN GRAL Y HOJALATERO,https://www.avisooportuno.mx/empleos/se-solicita-mecanico-en-gral-y-hojalatero-226122-7566?utm_source=eluniversal&utm_medium=carrusel&utm_campaign=pagado_carrusel
